transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status
REAL000297,Downtown Branch,withdrawal,20.0,2026-04-18 17:06:44.123515,CUST7716,success
REAL000298,Downtown Branch,withdrawal,500.0,2026-04-12 03:55:44.123626,CUST9333,success
REAL000299,Shopping Mall,withdrawal,20.0,2026-02-22 23:25:44.123736,CUST5987,success
REAL000300,Hospital Complex,withdrawal,500.0,2026-03-01 18:32:44.123845,CUST5912,success
REAL000301,Shopping Mall,withdrawal,400.0,2026-02-28 03:15:44.123952,CUST2517,success
REAL000302,Hospital Complex,withdrawal,140.0,2026-03-04 23:29:44.124044,CUST7132,success
REAL000303,Hospital Complex,balance_check,0.0,2026-03-17 17:29:44.124154,CUST5615,success
REAL000304,Airport Terminal,withdrawal,20.0,2026-01-22 22:44:44.124291,CUST5033,success
REAL000305,Downtown Branch,withdrawal,200.0,2026-03-14 16:56:44.124503,CUST4808,success
REAL000306,Shopping Mall,withdrawal,200.0,2026-03-09 23:35:44.124700,CUST5658,success
REAL000307,Airport Terminal,balance_check,0.0,2026-03-23 06:11:44.125312,CUST2628,success
REAL000308,Downtown Branch,withdrawal,140.0,2026-03-10 19:12:44.125873,CUST8980,success
REAL000309,University Campus,withdrawal,160.0,2026-02-16 15:25:44.126003,CUST2130,success
REAL000310,Shopping Mall,deposit,1221.54,2026-02-05 17:21:44.126127,CUST3242,success
REAL000311,Downtown Branch,withdrawal,200.0,2026-03-09 21:51:44.126333,CUST2141,success
REAL000312,Hospital Complex,withdrawal,60.0,2026-03-27 11:35:44.126443,CUST5928,success
REAL000313,Shopping Mall,withdrawal,200.0,2026-03-22 03:04:44.126558,CUST2829,success
REAL000314,University Campus,withdrawal,500.0,2026-03-17 04:26:44.126651,CUST6744,success
REAL000315,Shopping Mall,withdrawal,60.0,2026-01-21 18:15:44.126761,CUST7591,success
REAL000316,Airport Terminal,withdrawal,160.0,2026-04-13 22:15:44.126886,CUST3172,success
REAL000317,Hospital Complex,withdrawal,500.0,2026-03-15 22:51:44.126994,CUST5154,success
REAL000318,Downtown Branch,transfer,784.86,2026-04-02 16:29:44.127086,CUST3352,failed
REAL000319,Airport Terminal,balance_check,0.0,2026-02-26 02:15:44.127184,CUST2439,success
REAL000320,Shopping Mall,balance_check,0.0,2026-01-24 19:28:44.127259,CUST1358,success
REAL000321,University Campus,transfer,193.0,2026-02-16 02:50:44.127362,CUST7652,success
REAL000322,Hospital Complex,balance_check,0.0,2026-01-23 18:17:44.127444,CUST3567,success
REAL000323,Shopping Mall,withdrawal,500.0,2026-03-14 18:20:44.127538,CUST2708,success
REAL000324,Airport Terminal,withdrawal,300.0,2026-04-09 03:35:44.127646,CUST1882,success
REAL000325,Shopping Mall,withdrawal,100.0,2026-02-26 15:42:44.127753,CUST9125,success
REAL000326,Hospital Complex,deposit,788.31,2026-03-23 22:03:44.127854,CUST4802,success
REAL000327,University Campus,transfer,240.45,2026-04-15 16:07:44.128050,CUST8084,success
REAL000328,Hospital Complex,withdrawal,100.0,2026-02-06 15:55:44.128200,CUST9182,success
REAL000329,Hospital Complex,deposit,1101.73,2026-01-23 18:31:44.128380,CUST2999,success
REAL000330,Shopping Mall,withdrawal,500.0,2026-03-27 03:39:44.128499,CUST8537,success
REAL000331,Downtown Branch,withdrawal,200.0,2026-02-07 15:44:44.128680,CUST6668,success
REAL000332,Airport Terminal,balance_check,0.0,2026-02-18 16:05:44.128882,CUST4175,success
REAL000333,Shopping Mall,withdrawal,20.0,2026-01-31 17:10:44.129029,CUST1187,success
REAL000334,Airport Terminal,withdrawal,100.0,2026-03-05 17:55:44.129198,CUST8913,success
REAL000335,University Campus,balance_check,0.0,2026-02-12 19:12:44.129336,CUST6409,success
REAL000336,Hospital Complex,withdrawal,500.0,2026-01-31 16:18:44.129429,CUST3368,success
REAL000337,Downtown Branch,withdrawal,120.0,2026-04-07 02:53:44.129537,CUST1182,success
REAL000338,Airport Terminal,withdrawal,20.0,2026-04-09 22:38:44.129657,CUST7555,success
REAL000339,Airport Terminal,withdrawal,40.0,2026-01-30 23:52:44.129815,CUST7046,success
REAL000340,Downtown Branch,balance_check,0.0,2026-02-04 03:33:44.129987,CUST8161,success
REAL000341,Hospital Complex,deposit,1208.21,2026-01-23 18:36:44.130124,CUST6951,success
REAL000342,University Campus,withdrawal,400.0,2026-02-14 03:31:44.130297,CUST3224,success
REAL000343,University Campus,withdrawal,20.0,2026-02-27 15:37:44.130472,CUST8094,success
REAL000344,University Campus,balance_check,0.0,2026-03-30 02:31:44.130693,CUST1522,failed
REAL000345,Hospital Complex,withdrawal,160.0,2026-03-25 21:44:44.130838,CUST2124,success
REAL000346,University Campus,withdrawal,80.0,2026-03-09 22:39:44.131083,CUST5968,success
REAL000347,Downtown Branch,balance_check,0.0,2026-01-27 16:37:44.131293,CUST5424,success
REAL000348,Airport Terminal,withdrawal,200.0,2026-02-22 14:52:44.131433,CUST4976,success
REAL000349,Downtown Branch,withdrawal,200.0,2026-04-01 18:11:44.131631,CUST9547,success
REAL000350,Hospital Complex,balance_check,0.0,2026-04-07 03:17:44.131806,CUST8982,success
REAL000351,Airport Terminal,deposit,1692.7,2026-04-06 22:37:44.131928,CUST1674,success
REAL000352,University Campus,withdrawal,20.0,2026-04-02 23:02:44.132092,CUST2401,success
REAL000353,University Campus,balance_check,0.0,2026-01-25 17:19:44.132218,CUST3745,success
REAL000354,Airport Terminal,balance_check,0.0,2026-02-25 14:32:44.132296,CUST5063,success
REAL000355,Shopping Mall,withdrawal,200.0,2026-02-23 23:16:44.132389,CUST7516,success
REAL000356,Hospital Complex,withdrawal,300.0,2026-02-27 16:05:44.132498,CUST9835,success
REAL000357,University Campus,withdrawal,160.0,2026-03-22 03:40:44.132590,CUST9707,success
REAL000358,University Campus,transfer,567.26,2026-04-15 03:18:44.132690,CUST1277,failed
REAL000359,Shopping Mall,deposit,1709.67,2026-02-08 02:32:44.132790,CUST7410,success
REAL000360,University Campus,withdrawal,200.0,2026-02-11 04:27:44.132869,CUST1215,success
REAL000361,Airport Terminal,balance_check,0.0,2026-03-19 21:33:44.132987,CUST8763,success
REAL000362,Hospital Complex,transfer,553.18,2026-02-24 22:41:44.133080,CUST6241,success
REAL000363,Hospital Complex,balance_check,0.0,2026-03-13 03:52:44.133176,CUST2757,success
REAL000364,Shopping Mall,deposit,1381.26,2026-04-11 15:30:44.133266,CUST5958,success
REAL000365,Airport Terminal,transfer,995.08,2026-04-03 16:10:44.133365,CUST8160,success
REAL000366,University Campus,withdrawal,100.0,2026-04-01 18:55:44.133460,CUST1619,success
REAL000367,Hospital Complex,withdrawal,500.0,2026-04-03 10:31:44.133557,CUST3409,failed
REAL000368,Airport Terminal,balance_check,0.0,2026-02-13 17:31:44.133667,CUST6973,success
REAL000369,Airport Terminal,withdrawal,100.0,2026-04-11 00:37:44.133741,CUST4326,success
REAL000370,Hospital Complex,balance_check,0.0,2026-02-13 02:19:44.133851,CUST5444,success
REAL000371,Shopping Mall,withdrawal,120.0,2026-04-09 17:38:44.133941,CUST3176,success
REAL000372,Shopping Mall,withdrawal,20.0,2026-02-11 16:54:44.134048,CUST4929,success
REAL000373,Airport Terminal,withdrawal,200.0,2026-01-25 16:21:44.134155,CUST9345,success
REAL000374,Hospital Complex,balance_check,0.0,2026-01-22 17:04:44.134245,CUST2913,success
REAL000375,Hospital Complex,withdrawal,200.0,2026-03-09 14:45:44.134325,CUST7242,success
REAL000376,Hospital Complex,deposit,1898.27,2026-02-18 16:07:44.134436,CUST5557,success
REAL000377,Shopping Mall,withdrawal,80.0,2026-01-26 02:59:44.134515,CUST1614,success
REAL000378,Shopping Mall,deposit,1063.15,2026-02-10 17:16:44.134630,CUST4607,success
REAL000379,Hospital Complex,withdrawal,20.0,2026-03-16 15:17:44.134725,CUST1580,success
REAL000380,Downtown Branch,withdrawal,20.0,2026-03-09 18:17:44.134833,CUST7534,success
REAL000381,University Campus,deposit,198.61,2026-01-26 04:11:44.134951,CUST4109,success
REAL000382,Hospital Complex,balance_check,0.0,2026-03-10 09:09:44.135030,CUST7680,success
REAL000383,Hospital Complex,deposit,1632.72,2026-02-21 23:26:44.135122,CUST9501,failed
REAL000384,Downtown Branch,withdrawal,200.0,2026-02-19 17:19:44.135221,CUST4722,success
REAL000385,Hospital Complex,deposit,1301.1,2026-04-02 19:10:44.135328,CUST3800,success
REAL000386,Shopping Mall,deposit,1672.26,2026-03-14 18:57:44.135423,CUST8365,success
REAL000387,Hospital Complex,withdrawal,300.0,2026-03-11 13:17:44.135502,CUST5357,success
REAL000388,Downtown Branch,balance_check,0.0,2026-01-29 02:25:44.135612,CUST8106,success
REAL000389,Airport Terminal,withdrawal,300.0,2026-02-10 18:56:44.135714,CUST2293,success
REAL000390,Downtown Branch,balance_check,0.0,2026-04-15 13:50:44.135806,CUST1992,success
REAL000391,Hospital Complex,balance_check,0.0,2026-02-13 18:09:44.135881,CUST2855,success
REAL000392,University Campus,withdrawal,400.0,2026-02-02 17:58:44.135957,CUST4093,success
REAL000393,Shopping Mall,withdrawal,200.0,2026-04-12 17:00:44.136075,CUST5595,success
REAL000394,Downtown Branch,withdrawal,100.0,2026-04-08 03:21:44.136190,CUST9708,success
REAL000395,Downtown Branch,withdrawal,100.0,2026-02-09 22:20:44.136298,CUST1018,success
REAL000396,Shopping Mall,deposit,1319.3,2026-03-04 03:35:44.136414,CUST9319,success
REAL000397,Airport Terminal,withdrawal,500.0,2026-03-30 12:45:44.136493,CUST6693,success
REAL000398,Airport Terminal,withdrawal,120.0,2026-04-14 02:16:44.136603,CUST4802,success
REAL000399,Airport Terminal,withdrawal,300.0,2026-04-17 04:04:44.136710,CUST7309,success
REAL000400,Downtown Branch,withdrawal,500.0,2026-02-24 01:35:44.136801,CUST3195,success
REAL000401,Shopping Mall,withdrawal,200.0,2026-02-12 17:44:44.136919,CUST4849,success
REAL000402,University Campus,withdrawal,100.0,2026-02-08 17:33:44.137029,CUST3642,success
REAL000403,Shopping Mall,balance_check,0.0,2026-01-31 02:15:44.137173,CUST2271,success
REAL000404,Downtown Branch,withdrawal,20.0,2026-03-25 17:29:44.137290,CUST8304,success
REAL000405,Downtown Branch,balance_check,0.0,2026-03-14 16:05:44.137403,CUST5937,success
REAL000406,University Campus,balance_check,0.0,2026-03-15 22:22:44.137494,CUST4676,success
REAL000407,Airport Terminal,withdrawal,200.0,2026-03-31 22:18:44.137584,CUST9560,success
REAL000408,Shopping Mall,withdrawal,100.0,2026-02-26 21:27:44.137676,CUST6039,success
REAL000409,Shopping Mall,balance_check,0.0,2026-02-18 01:24:44.137770,CUST2551,success
REAL000410,Shopping Mall,balance_check,0.0,2026-04-09 15:56:44.137862,CUST2993,success
REAL000411,Hospital Complex,balance_check,0.0,2026-04-12 02:23:44.137955,CUST8786,success
REAL000412,Hospital Complex,deposit,1366.28,2026-03-23 02:41:44.138049,CUST3817,success
REAL000413,Hospital Complex,withdrawal,140.0,2026-02-19 02:36:44.138146,CUST8697,success
REAL000414,Hospital Complex,withdrawal,100.0,2026-04-08 14:16:44.138237,CUST5970,success
REAL000415,Airport Terminal,balance_check,0.0,2026-01-30 16:13:44.138348,CUST9312,success
REAL000416,Airport Terminal,balance_check,0.0,2026-03-22 03:09:44.138438,CUST3668,success
REAL000417,Airport Terminal,withdrawal,100.0,2026-03-15 18:10:44.138511,CUST4606,success
REAL000418,Hospital Complex,balance_check,0.0,2026-02-26 16:50:44.138624,CUST7121,success
REAL000419,Hospital Complex,withdrawal,500.0,2026-01-29 23:41:44.138715,CUST3594,success
REAL000420,Downtown Branch,deposit,755.08,2026-04-14 18:32:44.138822,CUST3773,success
REAL000421,Hospital Complex,balance_check,0.0,2026-01-22 19:01:44.138927,CUST6520,success
REAL000422,Downtown Branch,balance_check,0.0,2026-02-12 15:37:44.139002,CUST9912,success
REAL000423,Downtown Branch,withdrawal,40.0,2026-01-31 16:16:44.139098,CUST8178,success
REAL000424,Hospital Complex,withdrawal,500.0,2026-04-01 03:20:44.139206,CUST9328,success
REAL000425,Downtown Branch,balance_check,0.0,2026-03-31 23:11:44.139314,CUST2948,success
REAL000426,Hospital Complex,withdrawal,500.0,2026-04-18 22:40:44.139405,CUST5927,success
REAL000427,Shopping Mall,withdrawal,40.0,2026-01-22 05:48:44.139496,CUST6126,success
REAL000428,Hospital Complex,withdrawal,300.0,2026-02-26 06:13:44.139590,CUST8374,success
REAL000429,Downtown Branch,withdrawal,20.0,2026-03-19 01:48:44.139687,CUST8260,success
REAL000430,Hospital Complex,withdrawal,100.0,2026-03-09 20:23:44.139781,CUST5434,success
REAL000431,Airport Terminal,withdrawal,20.0,2026-03-06 03:59:44.139876,CUST9575,success
REAL000432,University Campus,withdrawal,200.0,2026-03-29 04:08:44.139986,CUST5780,failed
REAL000433,Shopping Mall,transfer,581.11,2026-01-30 18:54:44.140108,CUST1002,success
REAL000434,Airport Terminal,withdrawal,160.0,2026-02-19 22:19:44.140206,CUST7239,success
REAL000435,Downtown Branch,withdrawal,200.0,2026-02-17 02:25:44.140340,CUST6255,success
REAL000436,Shopping Mall,balance_check,0.0,2026-03-05 18:35:44.140498,CUST6330,success
REAL000437,Downtown Branch,withdrawal,400.0,2026-02-07 16:46:44.140634,CUST1990,success
REAL000438,Airport Terminal,withdrawal,200.0,2026-03-14 17:32:44.140829,CUST4516,success
REAL000439,Airport Terminal,withdrawal,80.0,2026-04-03 15:06:44.141144,CUST2629,success
REAL000440,University Campus,withdrawal,20.0,2026-03-07 03:03:44.141244,CUST1370,success
REAL000441,Shopping Mall,withdrawal,200.0,2026-02-16 18:42:44.141357,CUST3725,success
REAL000442,University Campus,withdrawal,200.0,2026-03-06 11:42:44.141495,CUST8957,success
REAL000443,Airport Terminal,withdrawal,500.0,2026-01-30 17:10:44.141617,CUST4940,success
REAL000444,Hospital Complex,withdrawal,100.0,2026-03-23 12:06:44.141710,CUST9799,success
REAL000445,Shopping Mall,balance_check,0.0,2026-03-04 18:24:44.141820,CUST9092,success
REAL000446,Hospital Complex,balance_check,0.0,2026-04-01 18:12:44.141916,CUST6669,success
REAL000447,Shopping Mall,balance_check,0.0,2026-03-07 15:43:44.142006,CUST5460,success
REAL000448,Shopping Mall,withdrawal,20.0,2026-04-03 19:01:44.142111,CUST7644,success
REAL000449,Shopping Mall,withdrawal,300.0,2026-02-01 03:50:44.142218,CUST8609,success
REAL000450,Shopping Mall,withdrawal,20.0,2026-01-24 18:04:44.142326,CUST4521,success
REAL000451,Airport Terminal,withdrawal,400.0,2026-03-26 01:54:44.142428,CUST7838,success
REAL000452,Airport Terminal,withdrawal,160.0,2026-04-14 17:23:44.142546,CUST4539,success
REAL000453,Airport Terminal,withdrawal,200.0,2026-02-03 22:42:44.142638,CUST8031,success
REAL000454,Airport Terminal,withdrawal,200.0,2026-03-06 16:09:44.142732,CUST1917,failed
REAL000455,Downtown Branch,withdrawal,200.0,2026-04-15 18:13:44.142842,CUST5749,success
REAL000456,University Campus,withdrawal,140.0,2026-03-17 17:19:44.142951,CUST8389,success
REAL000457,Airport Terminal,deposit,1210.55,2026-01-19 12:44:44.143042,CUST4875,success
REAL000458,Downtown Branch,withdrawal,20.0,2026-03-10 16:31:44.143145,CUST5735,success
REAL000459,Shopping Mall,withdrawal,400.0,2026-03-05 02:31:44.143254,CUST8382,success
REAL000460,Downtown Branch,withdrawal,400.0,2026-03-15 16:23:44.143368,CUST8431,success
REAL000461,Airport Terminal,withdrawal,120.0,2026-03-30 15:35:44.143460,CUST7034,success
REAL000462,Airport Terminal,withdrawal,160.0,2026-02-07 16:30:44.143574,CUST7628,success
REAL000463,Hospital Complex,withdrawal,100.0,2026-03-10 16:06:44.143687,CUST1861,success
REAL000464,Airport Terminal,withdrawal,100.0,2026-03-22 15:25:44.143795,CUST6457,failed
REAL000465,Hospital Complex,withdrawal,100.0,2026-01-22 15:52:44.143903,CUST2289,success
REAL000466,Airport Terminal,withdrawal,400.0,2026-03-07 03:26:44.144011,CUST5920,success
REAL000467,Shopping Mall,withdrawal,200.0,2026-02-22 15:40:44.144114,CUST6067,success
REAL000468,Downtown Branch,withdrawal,400.0,2026-04-04 21:59:44.144208,CUST5135,failed
REAL000469,University Campus,balance_check,0.0,2026-01-28 03:01:44.144318,CUST4109,success
REAL000470,Hospital Complex,withdrawal,200.0,2026-03-03 05:56:44.144392,CUST3032,success
REAL000471,Downtown Branch,deposit,865.27,2026-02-18 18:48:44.144519,CUST2695,failed
REAL000472,Hospital Complex,deposit,1032.45,2026-02-26 03:44:44.145120,CUST7855,success
REAL000473,University Campus,withdrawal,500.0,2026-04-13 23:00:44.145486,CUST6918,success
REAL000474,University Campus,withdrawal,100.0,2026-02-26 23:49:44.145904,CUST4558,success
REAL000475,Hospital Complex,balance_check,0.0,2026-03-05 16:32:44.146071,CUST1336,success
REAL000476,Hospital Complex,withdrawal,160.0,2026-04-04 19:01:44.146166,CUST8446,success
REAL000477,Downtown Branch,deposit,989.33,2026-01-20 02:27:44.146275,CUST2724,success
REAL000478,Airport Terminal,balance_check,0.0,2026-01-27 18:57:44.146374,CUST2756,success
REAL000479,Shopping Mall,withdrawal,80.0,2026-04-06 18:31:44.146449,CUST7771,success
REAL000480,Downtown Branch,withdrawal,100.0,2026-02-25 18:51:44.146580,CUST2717,success
REAL000481,Hospital Complex,withdrawal,100.0,2026-02-04 00:40:44.146678,CUST8117,success
REAL000482,Shopping Mall,withdrawal,120.0,2026-02-07 04:47:44.146774,CUST8850,success
REAL000483,Airport Terminal,balance_check,0.0,2026-01-25 02:53:44.146887,CUST9100,success
REAL000484,Shopping Mall,balance_check,0.0,2026-02-24 18:06:44.146960,CUST7999,success
REAL000485,Shopping Mall,deposit,604.44,2026-02-15 15:34:44.147055,CUST2051,success
REAL000486,University Campus,withdrawal,100.0,2026-03-13 13:23:44.147137,CUST3105,success
REAL000487,University Campus,withdrawal,140.0,2026-01-28 17:33:44.147282,CUST6869,success
REAL000488,Airport Terminal,withdrawal,300.0,2026-04-18 22:32:44.147392,CUST5005,success
REAL000489,Downtown Branch,withdrawal,60.0,2026-04-04 03:18:44.147503,CUST8678,failed
REAL000490,Hospital Complex,withdrawal,100.0,2026-02-06 02:48:44.147613,CUST6314,success
REAL000491,Airport Terminal,withdrawal,200.0,2026-04-04 20:39:44.147705,CUST3398,success
REAL000492,Airport Terminal,withdrawal,40.0,2026-04-15 16:51:44.147816,CUST5765,success
REAL000493,Hospital Complex,balance_check,0.0,2026-01-20 15:54:44.147910,CUST3341,success
REAL000494,Hospital Complex,withdrawal,60.0,2026-02-26 15:59:44.148004,CUST3672,success
REAL000495,Shopping Mall,withdrawal,40.0,2026-01-23 03:10:44.148114,CUST8409,success
REAL000496,Hospital Complex,withdrawal,300.0,2026-02-06 15:19:44.148222,CUST1310,success
REAL000497,Shopping Mall,deposit,1588.65,2026-02-10 04:05:44.148344,CUST6898,success
REAL000498,University Campus,withdrawal,100.0,2026-01-20 04:01:44.148443,CUST4961,success
REAL000499,Downtown Branch,withdrawal,60.0,2026-02-21 05:53:44.148533,CUST1896,success
REAL000500,Downtown Branch,withdrawal,200.0,2026-04-19 03:13:44.148644,CUST5117,success
REAL000501,Downtown Branch,withdrawal,200.0,2026-04-11 23:27:44.148765,CUST5591,success
REAL000502,Hospital Complex,withdrawal,200.0,2026-04-05 15:27:44.148881,CUST3462,success
REAL000503,Airport Terminal,deposit,1399.35,2026-04-13 16:09:44.148991,CUST8982,success
REAL000504,Downtown Branch,balance_check,0.0,2026-02-08 22:15:44.149091,CUST6368,failed
REAL000505,University Campus,withdrawal,200.0,2026-04-12 23:30:44.149166,CUST8504,success
REAL000506,Hospital Complex,deposit,188.89,2026-03-16 02:42:44.149294,CUST2073,success
REAL000507,University Campus,balance_check,0.0,2026-04-07 00:08:44.149391,CUST1807,success
REAL000508,Shopping Mall,withdrawal,60.0,2026-02-16 16:10:44.149481,CUST1757,success
REAL000509,University Campus,withdrawal,300.0,2026-03-19 16:05:44.149591,CUST3418,success
REAL000510,Hospital Complex,withdrawal,100.0,2026-01-29 23:39:44.149699,CUST1422,success
REAL000511,Airport Terminal,balance_check,0.0,2026-03-06 01:51:44.149791,CUST3541,success
REAL000512,Downtown Branch,withdrawal,100.0,2026-04-13 16:42:44.149884,CUST2764,success
REAL000513,University Campus,balance_check,0.0,2026-02-16 07:11:44.149976,CUST6054,success
REAL000514,Downtown Branch,balance_check,0.0,2026-04-14 16:42:44.150079,CUST5051,success
REAL000515,University Campus,balance_check,0.0,2026-02-01 17:15:44.150169,CUST9790,pending
REAL000516,University Campus,withdrawal,400.0,2026-02-05 22:51:44.150264,CUST3971,success
REAL000517,Downtown Branch,deposit,259.84,2026-03-25 19:04:44.150373,CUST2048,success
REAL000518,Downtown Branch,withdrawal,300.0,2026-04-09 17:39:44.150470,CUST3941,success
REAL000519,Airport Terminal,withdrawal,20.0,2026-03-09 00:56:44.150561,CUST2012,success
REAL000520,Airport Terminal,balance_check,0.0,2026-04-13 20:17:44.150655,CUST1075,success
REAL000521,University Campus,withdrawal,200.0,2026-04-17 18:48:44.150753,CUST3059,success
REAL000522,University Campus,withdrawal,300.0,2026-02-16 02:57:44.150865,CUST3843,success
REAL000523,University Campus,withdrawal,300.0,2026-03-20 17:51:44.150977,CUST2404,success
REAL000524,Hospital Complex,withdrawal,100.0,2026-03-03 23:28:44.151086,CUST8478,success
REAL000525,University Campus,withdrawal,40.0,2026-02-09 03:38:44.151193,CUST1044,success
REAL000526,University Campus,withdrawal,400.0,2026-03-07 16:20:44.151329,CUST8910,success
REAL000527,Hospital Complex,withdrawal,200.0,2026-01-30 17:17:44.151437,CUST7781,success
REAL000528,University Campus,transfer,78.52,2026-02-11 03:45:44.151546,CUST2170,success
REAL000529,Airport Terminal,withdrawal,200.0,2026-03-15 23:17:44.151646,CUST5282,failed
REAL000530,Hospital Complex,withdrawal,400.0,2026-02-18 22:50:44.151754,CUST1926,success
REAL000531,Downtown Branch,withdrawal,180.0,2026-01-24 16:10:44.151876,CUST8392,success
REAL000532,Airport Terminal,balance_check,0.0,2026-03-04 02:46:44.151986,CUST7553,success
REAL000533,Airport Terminal,withdrawal,60.0,2026-02-04 03:29:44.152076,CUST8984,success
REAL000534,University Campus,withdrawal,300.0,2026-03-20 18:54:44.152187,CUST1297,success
REAL000535,University Campus,withdrawal,60.0,2026-03-08 17:27:44.152295,CUST7897,success
REAL000536,University Campus,withdrawal,500.0,2026-03-16 16:42:44.152403,CUST2881,success
REAL000537,University Campus,withdrawal,300.0,2026-03-03 03:54:44.152526,CUST2409,success
REAL000538,Hospital Complex,deposit,1196.07,2026-03-21 15:59:44.152636,CUST4977,success
REAL000539,University Campus,balance_check,0.0,2026-01-21 16:00:44.152736,CUST8189,success
REAL000540,Shopping Mall,withdrawal,300.0,2026-02-22 17:49:44.152838,CUST1662,success
REAL000541,University Campus,balance_check,0.0,2026-02-20 00:09:44.152952,CUST8148,success
REAL000542,University Campus,balance_check,0.0,2026-03-05 05:42:44.153028,CUST1609,success
REAL000543,Hospital Complex,withdrawal,100.0,2026-01-22 15:34:44.153126,CUST8454,success
REAL000544,University Campus,balance_check,0.0,2026-02-24 18:51:44.153234,CUST1325,success
REAL000545,Downtown Branch,transfer,264.44,2026-02-12 14:29:44.153313,CUST8754,success
REAL000546,Shopping Mall,withdrawal,400.0,2026-01-21 15:03:44.153398,CUST3240,pending
REAL000547,Shopping Mall,withdrawal,400.0,2026-04-18 18:57:44.153510,CUST4744,success
REAL000548,University Campus,balance_check,0.0,2026-02-03 03:54:44.153622,CUST1242,success
REAL000549,University Campus,withdrawal,20.0,2026-03-05 16:31:44.153719,CUST3158,success
REAL000550,Airport Terminal,withdrawal,500.0,2026-01-26 16:06:44.153867,CUST1298,success
REAL000551,Shopping Mall,balance_check,0.0,2026-02-22 16:55:44.153979,CUST3657,failed
REAL000552,Shopping Mall,withdrawal,200.0,2026-03-04 17:22:44.154071,CUST4957,success
REAL000553,University Campus,withdrawal,80.0,2026-04-09 05:35:44.154161,CUST9106,success
REAL000554,Downtown Branch,withdrawal,20.0,2026-03-05 07:21:44.154255,CUST6599,success
REAL000555,University Campus,deposit,576.67,2026-04-08 22:46:44.154348,CUST1746,success
REAL000556,University Campus,withdrawal,60.0,2026-03-21 14:55:44.154431,CUST1272,success
REAL000557,Shopping Mall,withdrawal,500.0,2026-03-06 03:59:44.154540,CUST7719,success
REAL000558,Downtown Branch,withdrawal,200.0,2026-02-14 22:51:44.154649,CUST2192,success
REAL000559,University Campus,deposit,664.99,2026-03-01 02:36:44.154757,CUST2539,success
REAL000560,Shopping Mall,withdrawal,200.0,2026-01-20 02:10:44.154885,CUST1919,success
REAL000561,Hospital Complex,withdrawal,60.0,2026-03-07 18:47:44.154980,CUST9750,success
REAL000562,Downtown Branch,withdrawal,100.0,2026-03-14 08:57:44.155074,CUST4715,success
REAL000563,Hospital Complex,deposit,783.61,2026-02-12 23:30:44.155187,CUST9448,success
REAL000564,Shopping Mall,withdrawal,200.0,2026-01-19 15:29:44.155283,CUST8933,success
REAL000565,Shopping Mall,balance_check,0.0,2026-03-18 03:04:44.155383,CUST4494,success
REAL000566,Airport Terminal,withdrawal,200.0,2026-02-02 15:19:44.155462,CUST6811,success
REAL000567,Airport Terminal,withdrawal,140.0,2026-04-02 04:11:44.155573,CUST5675,success
REAL000568,Downtown Branch,withdrawal,500.0,2026-01-22 02:52:44.155681,CUST6882,success
REAL000569,Airport Terminal,withdrawal,20.0,2026-03-11 22:46:44.155774,CUST5524,success
REAL000570,Airport Terminal,balance_check,0.0,2026-01-23 08:09:44.155868,CUST4854,success
REAL000571,Shopping Mall,balance_check,0.0,2026-04-17 03:55:44.155964,CUST6515,success
REAL000572,University Campus,withdrawal,300.0,2026-03-31 19:11:44.156057,CUST1556,success
REAL000573,Airport Terminal,withdrawal,100.0,2026-02-11 18:26:44.156165,CUST4496,success
REAL000574,Downtown Branch,withdrawal,200.0,2026-03-06 20:13:44.156257,CUST5056,success
REAL000575,University Campus,balance_check,0.0,2026-02-18 19:48:44.156354,CUST3936,success
REAL000576,University Campus,withdrawal,500.0,2026-02-09 17:31:44.156447,CUST2342,success
REAL000577,Downtown Branch,withdrawal,120.0,2026-03-23 17:42:44.156819,CUST8235,success
REAL000578,Hospital Complex,withdrawal,200.0,2026-02-12 03:48:44.157112,CUST4340,success
REAL000579,University Campus,withdrawal,200.0,2026-01-28 03:27:44.157273,CUST1494,success
REAL000580,Airport Terminal,balance_check,0.0,2026-02-23 18:03:44.157386,CUST7893,success
REAL000581,Shopping Mall,withdrawal,120.0,2026-03-06 23:50:44.157462,CUST7219,failed
REAL000582,Downtown Branch,balance_check,0.0,2026-04-01 11:46:44.157563,CUST8204,success
REAL000583,University Campus,balance_check,0.0,2026-03-11 03:58:44.157658,CUST7453,success
REAL000584,Hospital Complex,withdrawal,60.0,2026-03-15 17:29:44.157748,CUST3841,success
REAL000585,Hospital Complex,withdrawal,200.0,2026-02-14 04:08:44.157839,CUST1490,success
REAL000586,Shopping Mall,withdrawal,100.0,2026-03-30 02:17:44.157953,CUST5530,success
REAL000587,Hospital Complex,withdrawal,200.0,2026-01-25 16:47:44.158069,CUST8257,success
REAL000588,University Campus,withdrawal,500.0,2026-03-02 03:51:44.158194,CUST8080,success
REAL000589,Shopping Mall,deposit,560.9,2026-03-10 00:08:44.158302,CUST2677,success
REAL000590,Hospital Complex,withdrawal,200.0,2026-03-27 03:55:44.158401,CUST2058,success
REAL000591,Airport Terminal,withdrawal,40.0,2026-03-26 08:29:44.158499,CUST1220,success
REAL000592,Downtown Branch,withdrawal,100.0,2026-03-25 17:58:44.158593,CUST2871,success
REAL000593,Downtown Branch,withdrawal,200.0,2026-03-17 02:49:44.158703,CUST7191,success
