transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,date,hour,day_of_week,month
TXN202604190215,Airport Terminal,balance_check,0.0,2026-04-13 17:51:14.868886,CUST8003,success,2026-04-13,17,Monday,April
TXN202604190216,Residential Area East,withdrawal,208.15,2026-03-24 18:00:14.868898,CUST6387,success,2026-03-24,18,Tuesday,March
TXN202604190217,Shopping Mall South,withdrawal,166.46,2026-03-23 03:48:14.868915,CUST2212,success,2026-03-23,3,Monday,March
TXN202604190218,Downtown Branch,balance_check,0.0,2026-04-08 19:59:14.868930,CUST7621,success,2026-04-08,19,Wednesday,April
TXN202604190219,Shopping Mall North,withdrawal,281.55,2026-03-24 23:09:14.868943,CUST5665,success,2026-03-24,23,Tuesday,March
TXN202604190220,Residential Area East,withdrawal,60.52,2026-04-18 18:20:14.868959,CUST3977,success,2026-04-18,18,Saturday,April
TXN202604190221,Residential Area West,balance_check,0.0,2026-04-05 21:35:14.868975,CUST6591,success,2026-04-05,21,Sunday,April
TXN202604190222,Hospital Complex,deposit,1239.87,2026-04-03 05:38:14.868988,CUST5671,success,2026-04-03,5,Friday,April
TXN202604190223,Residential Area West,withdrawal,43.07,2026-03-19 15:57:14.869002,CUST2795,success,2026-03-19,15,Thursday,March
TXN202604190224,Residential Area West,withdrawal,21.5,2026-03-23 18:17:14.869018,CUST9884,success,2026-03-23,18,Monday,March
TXN202604190225,Airport Terminal,withdrawal,168.78,2026-04-04 12:39:14.869034,CUST2936,success,2026-04-04,12,Saturday,April
TXN202604190226,Shopping Mall North,balance_check,0.0,2026-03-28 22:30:14.869050,CUST7881,success,2026-03-28,22,Saturday,March
TXN202604190227,Airport Terminal,withdrawal,459.75,2026-03-22 02:17:14.869063,CUST8282,success,2026-03-22,2,Sunday,March
TXN202604190228,Downtown Branch,withdrawal,199.37,2026-04-11 13:13:14.869081,CUST4594,success,2026-04-11,13,Saturday,April
TXN202604190229,University Campus Main,withdrawal,172.81,2026-04-13 14:33:14.869097,CUST4629,success,2026-04-13,14,Monday,April
TXN202604190230,Residential Area East,withdrawal,81.91,2026-03-29 03:11:14.869113,CUST7844,success,2026-03-29,3,Sunday,March
TXN202604190231,Airport Terminal,withdrawal,37.06,2026-03-29 10:05:14.869133,CUST5411,success,2026-03-29,10,Sunday,March
TXN202604190232,Shopping Mall South,withdrawal,291.93,2026-03-30 17:36:14.869150,CUST2586,success,2026-03-30,17,Monday,March
TXN202604190233,Shopping Mall North,deposit,1904.09,2026-04-15 18:10:14.869167,CUST9601,success,2026-04-15,18,Wednesday,April
TXN202604190234,Residential Area West,withdrawal,98.43,2026-04-09 05:37:14.869182,CUST6235,success,2026-04-09,5,Thursday,April
TXN202604190235,Business District,withdrawal,307.37,2026-04-09 03:51:14.869199,CUST8920,failed,2026-04-09,3,Thursday,April
TXN202604190236,Business District,withdrawal,127.59,2026-03-27 06:41:14.869215,CUST4885,success,2026-03-27,6,Friday,March
TXN202604190237,Hospital Complex,deposit,1721.5,2026-04-12 11:42:14.869231,CUST9564,success,2026-04-12,11,Sunday,April
TXN202604190238,Shopping Mall North,balance_check,0.0,2026-04-04 17:24:14.869245,CUST3425,success,2026-04-04,17,Saturday,April
TXN202604190239,Tourist Center,withdrawal,198.57,2026-04-13 15:35:14.869258,CUST4922,success,2026-04-13,15,Monday,April
TXN202604190240,Residential Area West,withdrawal,399.47,2026-04-02 21:43:14.869274,CUST2339,success,2026-04-02,21,Thursday,April
TXN202604190241,Residential Area West,withdrawal,102.91,2026-04-07 03:52:14.869291,CUST8394,success,2026-04-07,3,Tuesday,April
TXN202604190242,Downtown Branch,withdrawal,303.62,2026-04-13 23:31:14.869306,CUST7130,success,2026-04-13,23,Monday,April
TXN202604190243,Residential Area East,balance_check,0.0,2026-04-15 23:34:14.869322,CUST1154,success,2026-04-15,23,Wednesday,April
TXN202604190244,Industrial Zone,transfer,170.71,2026-04-13 09:47:14.869335,CUST4314,success,2026-04-13,9,Monday,April
TXN202604190245,Tourist Center,withdrawal,75.88,2026-04-11 09:17:14.869349,CUST2905,success,2026-04-11,9,Saturday,April
TXN202604190246,University Campus Science,deposit,444.73,2026-04-12 16:42:14.869366,CUST1578,success,2026-04-12,16,Sunday,April
TXN202604190247,Downtown Branch,withdrawal,103.83,2026-03-22 12:29:14.869380,CUST6658,success,2026-03-22,12,Sunday,March
TXN202604190248,Shopping Mall North,withdrawal,183.24,2026-04-17 21:39:14.869396,CUST6751,success,2026-04-17,21,Friday,April
TXN202604190249,Train Station Central,deposit,525.63,2026-03-26 16:13:14.869417,CUST7694,success,2026-03-26,16,Thursday,March
TXN202604190250,Business District,withdrawal,121.04,2026-04-07 17:21:14.869431,CUST8576,success,2026-04-07,17,Tuesday,April
TXN202604190251,Airport Terminal,withdrawal,94.15,2026-03-22 17:13:14.869447,CUST4644,success,2026-03-22,17,Sunday,March
TXN202604190252,Business District,withdrawal,74.42,2026-03-20 20:00:14.869464,CUST7156,success,2026-03-20,20,Friday,March
TXN202604190253,Shopping Mall North,balance_check,0.0,2026-04-19 05:30:14.869479,CUST6539,success,2026-04-19,5,Sunday,April
TXN202604190254,Industrial Zone,withdrawal,91.47,2026-03-28 05:34:14.869492,CUST2709,success,2026-03-28,5,Saturday,March
TXN202604190255,Hospital Complex,withdrawal,102.9,2026-03-26 15:09:14.869508,CUST1704,success,2026-03-26,15,Thursday,March
TXN202604190256,Airport Terminal,withdrawal,21.67,2026-04-12 16:06:14.869524,CUST9481,success,2026-04-12,16,Sunday,April
TXN202604190257,Downtown Branch,deposit,1722.67,2026-03-31 23:15:14.869539,CUST1488,success,2026-03-31,23,Tuesday,March
TXN202604190258,Tourist Center,withdrawal,97.97,2026-04-13 02:48:14.869554,CUST4672,success,2026-04-13,2,Monday,April
TXN202604190259,Business District,withdrawal,197.08,2026-04-16 03:14:14.869571,CUST9017,success,2026-04-16,3,Thursday,April
TXN202604190260,Shopping Mall North,withdrawal,62.19,2026-04-13 23:12:14.869587,CUST1351,success,2026-04-13,23,Monday,April
TXN202604190261,Shopping Mall South,withdrawal,306.82,2026-03-24 16:21:14.869604,CUST5345,success,2026-03-24,16,Tuesday,March
TXN202604190262,University Campus Science,balance_check,0.0,2026-03-31 12:13:14.869620,CUST4383,success,2026-03-31,12,Tuesday,March
TXN202604190263,Train Station Central,withdrawal,99.88,2026-04-19 03:36:14.869634,CUST3701,success,2026-04-19,3,Sunday,April
TXN202604190264,Tourist Center,withdrawal,500.21,2026-03-23 16:59:14.869650,CUST1948,success,2026-03-23,16,Monday,March
TXN202604190265,Shopping Mall South,withdrawal,186.96,2026-03-27 23:49:14.869666,CUST8446,success,2026-03-27,23,Friday,March
TXN202604190266,Downtown Branch,withdrawal,203.42,2026-03-31 02:41:14.869682,CUST2464,success,2026-03-31,2,Tuesday,March
TXN202604190267,Residential Area West,withdrawal,121.43,2026-03-28 19:00:14.869701,CUST8005,success,2026-03-28,19,Saturday,March
TXN202604190268,Business District,deposit,893.21,2026-04-06 16:15:14.869720,CUST9855,success,2026-04-06,16,Monday,April
TXN202604190269,Train Station Central,deposit,1867.42,2026-04-11 12:42:14.869737,CUST4809,success,2026-04-11,12,Saturday,April
TXN202604190270,Business District,withdrawal,360.03,2026-03-25 22:16:14.869754,CUST3857,success,2026-03-25,22,Wednesday,March
TXN202604190271,Residential Area East,withdrawal,412.32,2026-04-16 12:41:14.869772,CUST8254,success,2026-04-16,12,Thursday,April
TXN202604190272,Hospital Complex,transfer,990.77,2026-04-03 20:29:14.869789,CUST5574,success,2026-04-03,20,Friday,April
TXN202604190273,University Campus Science,withdrawal,140.0,2026-03-25 10:52:14.869803,CUST1984,success,2026-03-25,10,Wednesday,March
TXN202604190274,Business District,balance_check,0.0,2026-04-14 10:56:14.869820,CUST4542,success,2026-04-14,10,Tuesday,April
TXN202604190275,Shopping Mall North,deposit,1798.12,2026-04-09 18:21:14.869832,CUST9692,success,2026-04-09,18,Thursday,April
TXN202604190276,Airport Terminal,withdrawal,308.73,2026-04-01 18:14:14.869847,CUST9680,success,2026-04-01,18,Wednesday,April
TXN202604190277,Industrial Zone,withdrawal,207.67,2026-04-03 16:09:14.869864,CUST1913,success,2026-04-03,16,Friday,April
TXN202604190278,Shopping Mall North,withdrawal,274.34,2026-04-10 17:30:14.869880,CUST3328,success,2026-04-10,17,Friday,April
TXN202604190279,Tourist Center,withdrawal,183.98,2026-04-14 00:20:14.869904,CUST3572,success,2026-04-14,0,Tuesday,April
TXN202604190280,Hospital Complex,balance_check,0.0,2026-03-23 06:41:14.869921,CUST9179,success,2026-03-23,6,Monday,March
TXN202604190281,Train Station Central,transfer,230.61,2026-04-14 09:09:14.869934,CUST8747,success,2026-04-14,9,Tuesday,April
TXN202604190282,Hospital Complex,balance_check,0.0,2026-03-19 19:25:14.869949,CUST6878,success,2026-03-19,19,Thursday,March
TXN202604190283,Train Station Central,deposit,242.19,2026-04-05 21:02:14.869962,CUST8713,success,2026-04-05,21,Sunday,April
TXN202604190284,Industrial Zone,balance_check,0.0,2026-04-16 23:35:14.869976,CUST3679,success,2026-04-16,23,Thursday,April
TXN202604190285,Downtown Branch,balance_check,0.0,2026-04-02 06:37:14.869989,CUST3371,success,2026-04-02,6,Thursday,April
TXN202604190286,Airport Terminal,balance_check,0.0,2026-04-01 15:37:14.870002,CUST3909,success,2026-04-01,15,Wednesday,April
TXN202604190287,Airport Terminal,balance_check,0.0,2026-04-17 03:10:14.870018,CUST8372,success,2026-04-17,3,Friday,April
TXN202604190288,Shopping Mall North,withdrawal,219.85,2026-04-03 17:02:14.870032,CUST7318,success,2026-04-03,17,Friday,April
TXN202604190289,Airport Terminal,withdrawal,75.81,2026-03-31 22:20:14.870049,CUST3933,success,2026-03-31,22,Tuesday,March
TXN202604190290,Residential Area West,balance_check,0.0,2026-03-31 17:10:14.870066,CUST8535,success,2026-03-31,17,Tuesday,March
TXN202604190291,Downtown Branch,balance_check,0.0,2026-04-03 22:12:14.870079,CUST6868,success,2026-04-03,22,Friday,April
TXN202604190292,Downtown Branch,withdrawal,208.97,2026-03-24 01:16:14.870092,CUST9250,success,2026-03-24,1,Tuesday,March
TXN202604190293,Shopping Mall South,deposit,191.45,2026-04-13 02:34:14.870108,CUST2223,success,2026-04-13,2,Monday,April
TXN202604190294,University Campus Main,withdrawal,313.89,2026-04-08 23:29:14.870122,CUST2054,success,2026-04-08,23,Wednesday,April
TXN202604190295,Airport Terminal,withdrawal,390.07,2026-03-28 03:18:14.870139,CUST2154,success,2026-03-28,3,Saturday,March
TXN202604190296,Business District,balance_check,0.0,2026-03-30 16:36:14.870155,CUST1223,success,2026-03-30,16,Monday,March
TXN202604190297,Sports Stadium,balance_check,0.0,2026-03-25 16:16:14.870168,CUST2704,success,2026-03-25,16,Wednesday,March
TXN202604190298,Shopping Mall South,balance_check,0.0,2026-03-22 17:28:14.870182,CUST8303,success,2026-03-22,17,Sunday,March
TXN202604190299,Industrial Zone,withdrawal,186.4,2026-03-31 15:48:14.870195,CUST6499,success,2026-03-31,15,Tuesday,March
TXN202604190300,Business District,withdrawal,40.9,2026-04-16 16:47:14.870211,CUST9707,success,2026-04-16,16,Thursday,April
TXN202604190301,Shopping Mall South,withdrawal,146.82,2026-04-02 02:06:14.870227,CUST7634,success,2026-04-02,2,Thursday,April
TXN202604190302,Tourist Center,balance_check,0.0,2026-04-13 17:20:14.870243,CUST2115,success,2026-04-13,17,Monday,April
TXN202604190303,Hospital Complex,withdrawal,219.77,2026-03-25 17:09:14.870256,CUST7869,success,2026-03-25,17,Wednesday,March
TXN202604190304,Airport Terminal,withdrawal,212.93,2026-03-20 15:34:14.870272,CUST1993,success,2026-03-20,15,Friday,March
TXN202604190305,Residential Area West,balance_check,0.0,2026-03-31 16:20:14.870288,CUST9289,success,2026-03-31,16,Tuesday,March
TXN202604190306,University Campus Main,balance_check,0.0,2026-03-22 09:46:14.870305,CUST8841,success,2026-03-22,9,Sunday,March
TXN202604190307,Shopping Mall South,withdrawal,103.47,2026-03-20 17:38:14.870318,CUST7729,success,2026-03-20,17,Friday,March
TXN202604190308,Shopping Mall South,withdrawal,182.88,2026-03-21 15:22:14.870337,CUST5945,success,2026-03-21,15,Saturday,March
TXN202604190309,Business District,withdrawal,298.71,2026-03-23 15:28:14.870355,CUST9562,success,2026-03-23,15,Monday,March
TXN202604190310,University Campus Science,withdrawal,204.43,2026-04-03 16:46:14.870372,CUST8129,success,2026-04-03,16,Friday,April
TXN202604190311,Downtown Branch,withdrawal,184.6,2026-04-06 15:09:14.870389,CUST1061,success,2026-04-06,15,Monday,April
TXN202604190312,Residential Area East,transfer,75.12,2026-03-28 23:05:14.870405,CUST6744,success,2026-03-28,23,Saturday,March
TXN202604190313,Hospital Complex,balance_check,0.0,2026-04-08 02:23:14.870420,CUST2450,success,2026-04-08,2,Wednesday,April
TXN202604190314,Shopping Mall North,withdrawal,215.19,2026-04-18 17:41:14.870433,CUST2993,success,2026-04-18,17,Saturday,April
TXN202604190315,Residential Area East,withdrawal,518.26,2026-03-22 12:41:14.870449,CUST9285,success,2026-03-22,12,Sunday,March
TXN202604190316,Tourist Center,withdrawal,322.15,2026-04-08 21:20:14.870466,CUST9172,success,2026-04-08,21,Wednesday,April
TXN202604190317,University Campus Main,withdrawal,545.64,2026-04-01 18:25:14.870482,CUST3925,success,2026-04-01,18,Wednesday,April
TXN202604190318,Shopping Mall South,withdrawal,294.25,2026-03-25 02:46:14.870498,CUST4338,success,2026-03-25,2,Wednesday,March
TXN202604190319,Tourist Center,balance_check,0.0,2026-03-31 04:01:14.870515,CUST4133,failed,2026-03-31,4,Tuesday,March
TXN202604190320,Shopping Mall South,withdrawal,37.63,2026-03-27 18:11:14.870528,CUST8056,success,2026-03-27,18,Friday,March
TXN202604190321,Residential Area East,withdrawal,191.87,2026-04-16 07:11:14.870544,CUST2833,failed,2026-04-16,7,Thursday,April
TXN202604190322,Airport Terminal,balance_check,0.0,2026-03-28 13:26:14.870560,CUST2715,success,2026-03-28,13,Saturday,March
TXN202604190323,Downtown Branch,balance_check,0.0,2026-04-05 23:33:14.870573,CUST4194,success,2026-04-05,23,Sunday,April
TXN202604190324,Tourist Center,withdrawal,36.42,2026-03-22 02:15:14.870587,CUST4062,success,2026-03-22,2,Sunday,March
TXN202604190325,Shopping Mall North,withdrawal,112.47,2026-04-14 15:56:14.870606,CUST4409,failed,2026-04-14,15,Tuesday,April
TXN202604190326,Business District,withdrawal,159.5,2026-04-16 20:49:14.870622,CUST2309,success,2026-04-16,20,Thursday,April
TXN202604190327,Business District,withdrawal,198.38,2026-04-12 03:19:14.870640,CUST5085,success,2026-04-12,3,Sunday,April
TXN202604190328,Shopping Mall South,withdrawal,518.96,2026-04-09 17:14:14.870656,CUST7440,success,2026-04-09,17,Thursday,April
TXN202604190329,Shopping Mall North,balance_check,0.0,2026-04-13 22:54:14.870672,CUST9875,success,2026-04-13,22,Monday,April
TXN202604190330,Industrial Zone,withdrawal,190.25,2026-03-25 17:59:14.870686,CUST1622,success,2026-03-25,17,Wednesday,March
TXN202604190331,University Campus Main,withdrawal,283.98,2026-03-27 18:28:14.870702,CUST2647,failed,2026-03-27,18,Friday,March
TXN202604190332,Shopping Mall South,withdrawal,96.72,2026-04-04 07:56:14.870719,CUST9302,failed,2026-04-04,7,Saturday,April
TXN202604190333,Hospital Complex,balance_check,0.0,2026-03-29 14:29:14.870735,CUST5817,success,2026-03-29,14,Sunday,March
TXN202604190334,Hospital Complex,withdrawal,218.9,2026-04-11 22:13:14.870748,CUST9626,success,2026-04-11,22,Saturday,April
TXN202604190335,Residential Area East,withdrawal,549.0,2026-04-07 02:52:14.870766,CUST6317,success,2026-04-07,2,Tuesday,April
TXN202604190336,Airport Terminal,transfer,130.44,2026-03-25 18:52:14.870782,CUST7412,success,2026-03-25,18,Wednesday,March
TXN202604190337,Tourist Center,balance_check,0.0,2026-03-23 17:52:14.870797,CUST5396,success,2026-03-23,17,Monday,March
TXN202604190338,Train Station Central,balance_check,0.0,2026-03-29 08:54:14.870809,CUST2486,success,2026-03-29,8,Sunday,March
TXN202604190339,Shopping Mall South,withdrawal,94.23,2026-04-03 04:51:14.870823,CUST2376,success,2026-04-03,4,Friday,April
TXN202604190340,Sports Stadium,withdrawal,271.09,2026-04-09 18:10:14.870842,CUST9576,success,2026-04-09,18,Thursday,April
TXN202604190341,Business District,balance_check,0.0,2026-04-03 16:59:14.870860,CUST9114,success,2026-04-03,16,Friday,April
TXN202604190342,Downtown Branch,withdrawal,215.99,2026-04-16 11:19:14.870873,CUST7204,success,2026-04-16,11,Thursday,April
TXN202604190343,University Campus Science,withdrawal,80.65,2026-04-19 08:41:14.870890,CUST6653,success,2026-04-19,8,Sunday,April
TXN202604190344,Shopping Mall North,withdrawal,149.89,2026-04-10 02:19:14.870906,CUST2722,success,2026-04-10,2,Friday,April
TXN202604190345,Business District,withdrawal,43.09,2026-04-10 18:07:14.870926,CUST1986,success,2026-04-10,18,Friday,April
TXN202604190346,Shopping Mall South,deposit,1864.27,2026-04-05 17:04:14.870943,CUST2222,success,2026-04-05,17,Sunday,April
TXN202604190347,Shopping Mall North,deposit,918.75,2026-03-26 18:41:14.870957,CUST5849,success,2026-03-26,18,Thursday,March
TXN202604190348,Hospital Complex,withdrawal,205.46,2026-04-04 02:46:14.870973,CUST5604,failed,2026-04-04,2,Saturday,April
TXN202604190349,University Campus Science,withdrawal,90.45,2026-04-13 17:58:14.870989,CUST6753,success,2026-04-13,17,Monday,April
TXN202604190350,Downtown Branch,balance_check,0.0,2026-04-05 18:12:14.871007,CUST6425,success,2026-04-05,18,Sunday,April
TXN202604190351,Shopping Mall South,deposit,1437.76,2026-03-27 15:17:14.871020,CUST2120,success,2026-03-27,15,Friday,March
TXN202604190352,Downtown Branch,withdrawal,187.69,2026-04-10 17:20:14.871035,CUST7127,success,2026-04-10,17,Friday,April
TXN202604190353,Downtown Branch,withdrawal,307.05,2026-04-11 15:51:14.871051,CUST7320,success,2026-04-11,15,Saturday,April
TXN202604190354,Airport Terminal,balance_check,0.0,2026-03-26 16:56:14.871069,CUST6546,success,2026-03-26,16,Thursday,March
TXN202604190355,University Campus Main,withdrawal,82.12,2026-04-09 16:11:14.871083,CUST8809,success,2026-04-09,16,Thursday,April
TXN202604190356,Shopping Mall North,withdrawal,37.97,2026-03-22 02:24:14.871102,CUST2553,success,2026-03-22,2,Sunday,March
TXN202604190357,Downtown Branch,withdrawal,294.12,2026-03-22 03:05:14.871119,CUST4156,success,2026-03-22,3,Sunday,March
TXN202604190358,Shopping Mall South,balance_check,0.0,2026-04-05 15:22:14.871136,CUST8577,success,2026-04-05,15,Sunday,April
TXN202604190359,Train Station Central,withdrawal,21.63,2026-04-13 06:00:14.871148,CUST8867,success,2026-04-13,6,Monday,April
TXN202604190360,Shopping Mall South,withdrawal,114.41,2026-04-08 17:23:14.871165,CUST4507,success,2026-04-08,17,Wednesday,April
TXN202604190361,Train Station Central,deposit,253.02,2026-04-01 17:27:14.871184,CUST8476,success,2026-04-01,17,Wednesday,April
TXN202604190362,Downtown Branch,balance_check,0.0,2026-03-23 05:35:14.871198,CUST7115,success,2026-03-23,5,Monday,March
TXN202604190363,Airport Terminal,withdrawal,60.14,2026-04-02 15:19:14.871212,CUST4389,success,2026-04-02,15,Thursday,April
TXN202604190364,University Campus Science,withdrawal,18.83,2026-04-10 23:11:14.871228,CUST6599,success,2026-04-10,23,Friday,April
TXN202604190365,Train Station Central,withdrawal,281.14,2026-04-14 17:09:14.871246,CUST2416,success,2026-04-14,17,Tuesday,April
TXN202604190366,Industrial Zone,withdrawal,327.14,2026-04-03 09:36:14.871263,CUST6671,success,2026-04-03,9,Friday,April
TXN202604190367,Business District,withdrawal,185.67,2026-04-12 02:43:14.871279,CUST3660,success,2026-04-12,2,Sunday,April
TXN202604190368,Shopping Mall North,withdrawal,497.63,2026-04-14 07:03:14.871295,CUST9603,success,2026-04-14,7,Tuesday,April
TXN202604190369,Shopping Mall North,withdrawal,108.96,2026-03-24 22:51:14.871311,CUST8703,success,2026-03-24,22,Tuesday,March
TXN202604190370,Sports Stadium,transfer,802.81,2026-03-31 13:17:14.871327,CUST1011,success,2026-03-31,13,Tuesday,March
TXN202604190371,Downtown Branch,withdrawal,64.32,2026-03-28 00:03:14.871342,CUST1083,success,2026-03-28,0,Saturday,March
TXN202604190372,Shopping Mall North,withdrawal,295.0,2026-04-09 22:10:14.871358,CUST8674,success,2026-04-09,22,Thursday,April
TXN202604190373,Shopping Mall North,withdrawal,36.61,2026-04-08 17:55:14.871374,CUST4236,success,2026-04-08,17,Wednesday,April
TXN202604190374,Shopping Mall South,withdrawal,199.79,2026-03-29 16:03:14.871394,CUST5315,success,2026-03-29,16,Sunday,March
TXN202604190375,Downtown Branch,withdrawal,316.93,2026-03-19 22:49:14.871410,CUST2206,success,2026-03-19,22,Thursday,March
TXN202604190376,Hospital Complex,balance_check,0.0,2026-04-07 09:04:14.871427,CUST9680,success,2026-04-07,9,Tuesday,April
TXN202604190377,Shopping Mall South,withdrawal,360.07,2026-03-29 19:32:14.871440,CUST7085,success,2026-03-29,19,Sunday,March
TXN202604190378,Residential Area East,withdrawal,151.62,2026-04-01 16:01:14.871456,CUST7826,failed,2026-04-01,16,Wednesday,April
TXN202604190379,Airport Terminal,withdrawal,107.05,2026-03-26 16:26:14.871472,CUST4145,failed,2026-03-26,16,Thursday,March
TXN202604190380,Downtown Branch,withdrawal,178.42,2026-03-27 23:03:14.871489,CUST4544,success,2026-03-27,23,Friday,March
TXN202604190381,Shopping Mall North,balance_check,0.0,2026-03-28 07:11:14.871505,CUST3479,success,2026-03-28,7,Saturday,March
TXN202604190382,Residential Area East,balance_check,0.0,2026-04-01 18:44:14.871519,CUST8100,success,2026-04-01,18,Wednesday,April
TXN202604190383,Hospital Complex,balance_check,0.0,2026-03-21 03:31:14.871532,CUST8402,success,2026-03-21,3,Saturday,March
TXN202604190384,Shopping Mall North,withdrawal,101.18,2026-04-09 16:04:14.871548,CUST4857,success,2026-04-09,16,Thursday,April
TXN202604190385,Residential Area East,balance_check,0.0,2026-04-16 18:40:14.871564,CUST9894,success,2026-04-16,18,Thursday,April
TXN202604190386,Airport Terminal,withdrawal,171.85,2026-04-17 06:27:14.871577,CUST5310,success,2026-04-17,6,Friday,April
TXN202604190387,Business District,transfer,435.68,2026-03-20 02:37:14.871594,CUST6613,success,2026-03-20,2,Friday,March
TXN202604190388,Industrial Zone,withdrawal,486.51,2026-04-16 18:13:14.871609,CUST2220,success,2026-04-16,18,Thursday,April
TXN202604190389,Train Station Central,withdrawal,212.84,2026-04-09 22:31:14.871625,CUST4432,success,2026-04-09,22,Thursday,April
TXN202604190390,Downtown Branch,withdrawal,291.29,2026-04-03 22:44:14.871642,CUST8380,success,2026-04-03,22,Friday,April
TXN202604190391,Downtown Branch,transfer,561.96,2026-04-15 15:10:14.871658,CUST4344,success,2026-04-15,15,Wednesday,April
TXN202604190392,Business District,balance_check,0.0,2026-04-13 22:27:14.871675,CUST3819,success,2026-04-13,22,Monday,April
TXN202604190393,Shopping Mall South,deposit,1791.99,2026-03-25 02:41:14.871688,CUST9714,success,2026-03-25,2,Wednesday,March
TXN202604190394,University Campus Science,balance_check,0.0,2026-04-01 23:26:14.871702,CUST5415,success,2026-04-01,23,Wednesday,April
TXN202604190395,Shopping Mall South,withdrawal,194.78,2026-03-24 15:47:14.871715,CUST9678,success,2026-03-24,15,Tuesday,March
TXN202604190396,Shopping Mall South,balance_check,0.0,2026-03-19 17:57:14.871732,CUST5823,success,2026-03-19,17,Thursday,March
TXN202604190397,Shopping Mall North,withdrawal,386.48,2026-04-12 03:04:14.871745,CUST8187,success,2026-04-12,3,Sunday,April
TXN202604190398,University Campus Main,withdrawal,434.07,2026-04-06 16:33:14.871761,CUST9259,success,2026-04-06,16,Monday,April
TXN202604190399,Residential Area West,withdrawal,408.06,2026-04-03 23:16:14.871777,CUST5153,success,2026-04-03,23,Friday,April
TXN202604190400,Downtown Branch,withdrawal,285.04,2026-03-23 05:09:14.871793,CUST2798,success,2026-03-23,5,Monday,March
TXN202604190401,Hospital Complex,balance_check,0.0,2026-04-09 23:53:14.871809,CUST4948,success,2026-04-09,23,Thursday,April
TXN202604190402,Residential Area West,transfer,898.82,2026-03-23 13:05:14.871823,CUST8560,success,2026-03-23,13,Monday,March
TXN202604190403,Shopping Mall South,withdrawal,420.32,2026-04-11 19:02:14.871838,CUST2875,success,2026-04-11,19,Saturday,April
TXN202604190404,Tourist Center,withdrawal,329.98,2026-03-19 18:17:14.871854,CUST9332,success,2026-03-19,18,Thursday,March
TXN202604190405,Shopping Mall South,withdrawal,39.53,2026-03-20 22:13:14.871882,CUST6453,success,2026-03-20,22,Friday,March
TXN202604190406,Shopping Mall North,transfer,327.31,2026-03-21 08:41:14.871907,CUST4149,success,2026-03-21,8,Saturday,March
TXN202604190407,Tourist Center,withdrawal,186.43,2026-03-29 21:43:14.871923,CUST1088,success,2026-03-29,21,Sunday,March
TXN202604190408,Downtown Branch,balance_check,0.0,2026-04-18 23:58:14.871939,CUST7105,success,2026-04-18,23,Saturday,April
TXN202604190409,Residential Area West,deposit,491.51,2026-04-04 16:47:14.871952,CUST6772,failed,2026-04-04,16,Saturday,April
TXN202604190410,Residential Area East,deposit,723.58,2026-03-21 02:43:14.871967,CUST9095,success,2026-03-21,2,Saturday,March
TXN202604190411,Tourist Center,withdrawal,213.6,2026-04-16 23:42:14.871985,CUST7108,success,2026-04-16,23,Thursday,April
TXN202604190412,Downtown Branch,withdrawal,549.35,2026-04-06 23:15:14.872002,CUST2007,success,2026-04-06,23,Monday,April
TXN202604190413,Train Station Central,withdrawal,39.4,2026-04-15 03:30:14.872018,CUST4694,success,2026-04-15,3,Wednesday,April
TXN202604190414,Residential Area West,withdrawal,106.22,2026-03-21 03:37:14.872035,CUST7347,success,2026-03-21,3,Saturday,March
TXN202604190415,Residential Area West,withdrawal,87.21,2026-04-02 03:17:14.872051,CUST3200,success,2026-04-02,3,Thursday,April
TXN202604190416,Shopping Mall North,balance_check,0.0,2026-03-24 05:52:14.872068,CUST9524,success,2026-03-24,5,Tuesday,March
TXN202604190417,Downtown Branch,withdrawal,183.85,2026-03-25 23:50:14.872081,CUST2055,success,2026-03-25,23,Wednesday,March
TXN202604190418,Hospital Complex,withdrawal,91.52,2026-04-16 23:03:14.872097,CUST2828,success,2026-04-16,23,Thursday,April
TXN202604190419,University Campus Science,withdrawal,62.21,2026-03-31 21:15:14.872114,CUST3289,success,2026-03-31,21,Tuesday,March
TXN202604190420,Airport Terminal,withdrawal,490.98,2026-03-26 22:21:14.872130,CUST9707,success,2026-03-26,22,Thursday,March
TXN202604190421,Shopping Mall South,withdrawal,272.45,2026-04-02 05:19:14.872147,CUST5232,success,2026-04-02,5,Thursday,April
TXN202604190422,University Campus Main,withdrawal,94.63,2026-03-30 22:55:14.872163,CUST8213,success,2026-03-30,22,Monday,March
TXN202604190423,Shopping Mall South,withdrawal,321.93,2026-04-09 17:36:14.872181,CUST6297,success,2026-04-09,17,Thursday,April
TXN202604190424,University Campus Science,withdrawal,290.76,2026-04-07 17:45:14.872198,CUST4157,success,2026-04-07,17,Tuesday,April
TXN202604190425,Residential Area East,deposit,397.93,2026-04-08 03:12:14.872214,CUST6595,success,2026-04-08,3,Wednesday,April
TXN202604190426,Tourist Center,withdrawal,286.77,2026-03-31 18:17:14.872228,CUST1406,success,2026-03-31,18,Tuesday,March
TXN202604190427,Shopping Mall South,balance_check,0.0,2026-03-22 10:37:14.872245,CUST6102,success,2026-03-22,10,Sunday,March
TXN202604190428,Residential Area West,withdrawal,20.14,2026-03-22 11:40:14.872258,CUST1898,failed,2026-03-22,11,Sunday,March
