transaction_id,atm_location,transaction_type,amount,transaction_time,customer_id,status,hour,day_of_week
FIX000499,Hospital Complex,withdrawal,40.0,2026-04-04 05:12:17.087394,CUST1757,success,5,Saturday
FIX000500,Downtown Branch,withdrawal,140.0,2026-03-19 16:07:17.087559,CUST5198,success,16,Thursday
FIX000501,University Campus,withdrawal,20.0,2026-03-20 23:06:17.087719,CUST5266,success,23,Friday
FIX000502,Shopping Mall,withdrawal,140.0,2026-02-09 13:46:17.087880,CUST3053,success,13,Monday
FIX000503,Train Station,withdrawal,120.0,2026-03-10 17:18:17.088064,CUST4962,success,17,Tuesday
FIX000504,Airport Terminal,balance_check,0.0,2026-03-07 17:59:17.088235,CUST1725,success,17,Saturday
FIX000505,Airport Terminal,withdrawal,140.0,2026-03-28 22:15:17.088371,CUST6634,failed,22,Saturday
FIX000506,Downtown Branch,balance_check,0.0,2026-01-22 21:02:17.088531,CUST2814,success,21,Thursday
FIX000507,Hospital Complex,withdrawal,160.0,2026-02-09 16:29:17.088680,CUST8415,success,16,Monday
FIX000508,Downtown Branch,withdrawal,120.0,2026-01-31 17:34:17.088840,CUST9307,success,17,Saturday
FIX000509,Train Station,balance_check,0.0,2026-02-04 05:05:17.089001,CUST4792,success,5,Wednesday
FIX000510,Downtown Branch,withdrawal,20.0,2026-02-02 16:19:17.089135,CUST2553,success,16,Monday
FIX000511,Airport Terminal,withdrawal,140.0,2026-01-19 22:00:17.089297,CUST1075,success,22,Monday
FIX000512,Shopping Mall,withdrawal,120.0,2026-04-17 22:50:17.089515,CUST2902,success,22,Friday
FIX000513,University Campus,balance_check,0.0,2026-04-08 04:03:17.089678,CUST5471,success,4,Wednesday
FIX000514,University Campus,withdrawal,20.0,2026-01-20 05:00:17.089813,CUST7543,success,5,Tuesday
FIX000515,Train Station,balance_check,0.0,2026-02-26 18:39:17.089988,CUST6555,success,18,Thursday
FIX000516,Downtown Branch,balance_check,0.0,2026-02-14 22:39:17.090125,CUST5933,success,22,Saturday
FIX000517,Shopping Mall,withdrawal,40.0,2026-04-03 23:58:17.090261,CUST2909,success,23,Friday
FIX000518,Shopping Mall,withdrawal,40.0,2026-02-26 16:29:17.090422,CUST7382,success,16,Thursday
FIX000519,Shopping Mall,balance_check,0.0,2026-04-10 20:44:17.090620,CUST7781,success,20,Friday
FIX000520,Shopping Mall,transfer,78.52,2026-02-11 04:47:17.090783,CUST5675,success,4,Wednesday
FIX000521,Airport Terminal,withdrawal,160.0,2026-03-19 14:41:17.090930,CUST6953,success,14,Thursday
FIX000522,Downtown Branch,withdrawal,400.0,2026-02-12 23:52:17.091101,CUST4178,success,23,Thursday
FIX000523,Downtown Branch,withdrawal,160.0,2026-01-25 04:12:17.091264,CUST2371,success,4,Sunday
FIX000524,Train Station,balance_check,0.0,2026-02-25 18:34:17.091456,CUST7553,success,18,Wednesday
FIX000525,Hospital Complex,withdrawal,40.0,2026-02-04 04:31:17.091596,CUST8984,success,4,Wednesday
FIX000526,Downtown Branch,withdrawal,120.0,2026-03-20 22:56:17.091756,CUST6856,success,22,Friday
FIX000527,Train Station,withdrawal,80.0,2026-03-08 18:29:17.091926,CUST6672,success,18,Sunday
FIX000528,Shopping Mall,deposit,398.77,2026-01-19 12:51:17.092088,CUST4809,success,12,Monday
FIX000529,Downtown Branch,withdrawal,100.0,2026-02-18 14:14:17.092235,CUST6197,success,14,Wednesday
FIX000530,Downtown Branch,withdrawal,160.0,2026-03-22 17:56:17.092401,CUST8825,success,17,Sunday
FIX000531,Hospital Complex,withdrawal,400.0,2026-02-20 18:04:17.092563,CUST5535,success,18,Friday
FIX000532,Airport Terminal,withdrawal,100.0,2026-03-06 01:40:17.092719,CUST6060,success,1,Friday
FIX000533,Airport Terminal,withdrawal,200.0,2026-01-31 18:37:17.092885,CUST3364,success,18,Saturday
FIX000534,Hospital Complex,balance_check,0.0,2026-03-07 03:59:17.093046,CUST4866,success,3,Saturday
FIX000535,Airport Terminal,deposit,231.36,2026-01-31 19:01:17.093181,CUST6229,success,19,Saturday
FIX000536,Shopping Mall,transfer,587.46,2026-03-11 00:03:17.093336,CUST8774,success,0,Wednesday
FIX000537,Downtown Branch,withdrawal,60.0,2026-01-20 23:08:17.093514,CUST5078,success,23,Tuesday
FIX000538,University Campus,deposit,2489.81,2026-03-21 21:22:17.093674,CUST8604,success,21,Saturday
FIX000539,Shopping Mall,balance_check,0.0,2026-03-21 23:56:17.093824,CUST6594,success,23,Saturday
FIX000540,Shopping Mall,balance_check,0.0,2026-03-30 23:07:17.093961,CUST8130,failed,23,Monday
FIX000541,Train Station,withdrawal,140.0,2026-02-19 03:19:17.094096,CUST5039,success,3,Thursday
FIX000542,Downtown Branch,withdrawal,100.0,2026-03-24 15:53:17.094256,CUST7578,success,15,Tuesday
FIX000543,Downtown Branch,withdrawal,300.0,2026-02-01 00:05:17.094415,CUST3949,success,0,Sunday
FIX000544,Train Station,deposit,2062.83,2026-03-09 02:48:17.094594,CUST1375,success,2,Monday
FIX000545,Hospital Complex,balance_check,0.0,2026-02-10 16:51:17.094884,CUST2652,success,16,Tuesday
FIX000546,Airport Terminal,transfer,841.54,2026-01-29 18:19:17.095044,CUST6599,failed,18,Thursday
FIX000547,Downtown Branch,deposit,325.79,2026-04-08 14:48:17.095198,CUST9504,success,14,Wednesday
FIX000548,University Campus,withdrawal,40.0,2026-01-27 04:43:17.095420,CUST2773,failed,4,Tuesday
FIX000549,Shopping Mall,deposit,1154.1,2026-01-30 23:30:17.095605,CUST7719,success,23,Friday
FIX000550,Downtown Branch,withdrawal,120.0,2026-02-15 02:53:17.095751,CUST2464,success,2,Sunday
FIX000551,Downtown Branch,withdrawal,80.0,2026-02-26 22:43:17.095911,CUST9693,success,22,Thursday
FIX000552,Shopping Mall,withdrawal,20.0,2026-02-28 23:07:17.096071,CUST9947,success,23,Saturday
FIX000553,Downtown Branch,withdrawal,60.0,2026-01-31 22:19:17.096233,CUST8354,success,22,Saturday
FIX000554,Shopping Mall,withdrawal,80.0,2026-03-11 22:28:17.096410,CUST2301,success,22,Wednesday
FIX000555,Shopping Mall,withdrawal,100.0,2026-03-14 18:58:17.096572,CUST3646,success,18,Saturday
FIX000556,Train Station,balance_check,0.0,2026-03-07 03:08:17.096734,CUST8933,success,3,Saturday
FIX000557,University Campus,withdrawal,140.0,2026-03-09 01:43:17.096886,CUST2269,success,1,Monday
FIX000558,Train Station,withdrawal,140.0,2026-03-17 17:33:17.097054,CUST9465,success,17,Tuesday
FIX000559,Downtown Branch,deposit,851.84,2026-03-12 16:39:17.097216,CUST7748,success,16,Thursday
FIX000560,Train Station,balance_check,0.0,2026-04-14 03:34:17.097366,CUST6982,success,3,Tuesday
FIX000561,University Campus,withdrawal,20.0,2026-02-27 22:21:17.097581,CUST6673,success,22,Friday
FIX000562,Downtown Branch,withdrawal,140.0,2026-03-11 17:18:17.097746,CUST3395,success,17,Wednesday
FIX000563,Hospital Complex,deposit,2390.56,2026-04-07 22:29:17.097910,CUST9531,success,22,Tuesday
FIX000564,Train Station,withdrawal,100.0,2026-02-12 04:31:17.098058,CUST7477,success,4,Thursday
FIX000565,Hospital Complex,balance_check,0.0,2026-02-08 02:01:17.098227,CUST7256,success,2,Sunday
FIX000566,Train Station,withdrawal,80.0,2026-01-30 04:30:17.098380,CUST2689,failed,4,Friday
FIX000567,University Campus,withdrawal,200.0,2026-03-09 14:40:17.098540,CUST6649,success,14,Monday
FIX000568,University Campus,withdrawal,20.0,2026-01-31 21:48:17.098701,CUST5206,success,21,Saturday
FIX000569,Hospital Complex,transfer,89.36,2026-02-10 18:30:17.098867,CUST6911,success,18,Tuesday
FIX000570,Shopping Mall,withdrawal,40.0,2026-04-07 03:11:17.099014,CUST3038,success,3,Tuesday
FIX000571,Train Station,withdrawal,100.0,2026-02-03 02:29:17.099186,CUST6428,success,2,Tuesday
FIX000572,Hospital Complex,withdrawal,100.0,2026-03-05 15:32:17.099348,CUST8607,success,15,Thursday
FIX000573,Shopping Mall,withdrawal,120.0,2026-02-03 00:21:17.099538,CUST4197,success,0,Tuesday
FIX000574,Train Station,balance_check,0.0,2026-03-10 19:00:17.099706,CUST7671,success,19,Tuesday
FIX000575,Train Station,withdrawal,200.0,2026-03-05 17:30:17.099843,CUST7040,success,17,Thursday
FIX000576,Airport Terminal,withdrawal,80.0,2026-02-15 02:53:17.100011,CUST6974,success,2,Sunday
FIX000577,Shopping Mall,withdrawal,100.0,2026-03-27 18:49:17.100171,CUST1681,success,18,Friday
FIX000578,University Campus,balance_check,0.0,2026-04-14 04:49:17.100331,CUST8257,success,4,Tuesday
FIX000579,Downtown Branch,withdrawal,400.0,2026-03-02 03:53:17.100466,CUST2985,success,3,Monday
FIX000580,Downtown Branch,withdrawal,120.0,2026-04-14 05:05:17.100625,CUST6622,success,5,Tuesday
FIX000581,Shopping Mall,balance_check,0.0,2026-04-01 04:58:17.100784,CUST2058,success,4,Wednesday
FIX000582,University Campus,withdrawal,20.0,2026-03-25 20:31:17.100917,CUST1220,success,20,Wednesday
FIX000583,Airport Terminal,withdrawal,60.0,2026-03-25 22:00:17.101076,CUST2871,success,22,Wednesday
FIX000584,Airport Terminal,withdrawal,200.0,2026-03-17 03:51:17.101240,CUST7191,success,3,Tuesday
FIX000585,Train Station,balance_check,0.0,2026-04-09 18:46:17.101406,CUST5476,success,18,Thursday
FIX000586,Hospital Complex,balance_check,0.0,2026-04-15 13:36:17.101554,CUST1271,success,13,Wednesday
FIX000587,University Campus,balance_check,0.0,2026-02-09 22:21:17.101695,CUST4676,success,22,Monday
FIX000588,Airport Terminal,withdrawal,100.0,2026-02-05 00:45:17.101832,CUST2140,success,0,Thursday
FIX000589,Shopping Mall,withdrawal,80.0,2026-03-08 17:03:17.101999,CUST9264,success,17,Sunday
FIX000590,Downtown Branch,withdrawal,140.0,2026-02-23 00:53:17.102156,CUST1178,success,0,Monday
FIX000591,Downtown Branch,transfer,423.88,2026-01-20 13:45:17.102316,CUST4084,success,13,Tuesday
FIX000592,Train Station,withdrawal,140.0,2026-02-08 19:13:17.102467,CUST6074,success,19,Sunday
FIX000593,Hospital Complex,balance_check,0.0,2026-02-17 05:00:17.102629,CUST2515,success,5,Tuesday
FIX000594,University Campus,balance_check,0.0,2026-04-05 13:27:17.102766,CUST2167,success,13,Sunday
FIX000595,Hospital Complex,withdrawal,140.0,2026-02-07 04:58:17.102907,CUST2030,success,4,Saturday
FIX000596,Hospital Complex,deposit,424.27,2026-03-15 00:51:17.103072,CUST2462,success,0,Sunday
FIX000597,Downtown Branch,withdrawal,60.0,2026-03-24 18:25:17.103224,CUST8090,success,18,Tuesday
FIX000598,Hospital Complex,withdrawal,200.0,2026-02-24 19:20:17.103380,CUST4797,success,19,Tuesday
FIX000599,University Campus,balance_check,0.0,2026-04-19 01:47:17.103555,CUST1378,success,1,Sunday
FIX000600,Downtown Branch,transfer,256.83,2026-04-13 02:49:17.103697,CUST5938,success,2,Monday
FIX000601,Train Station,withdrawal,120.0,2026-02-15 18:40:17.103842,CUST7146,success,18,Sunday
FIX000602,Shopping Mall,balance_check,0.0,2026-04-05 14:28:17.104106,CUST6969,success,14,Sunday
FIX000603,University Campus,transfer,695.2,2026-01-30 17:01:17.104258,CUST5482,success,17,Friday
FIX000604,Downtown Branch,withdrawal,20.0,2026-01-21 16:36:17.104408,CUST9737,success,16,Wednesday
FIX000605,Downtown Branch,withdrawal,20.0,2026-01-28 02:22:17.104582,CUST3061,success,2,Wednesday
FIX000606,Shopping Mall,withdrawal,160.0,2026-04-17 14:59:17.104742,CUST2045,success,14,Friday
FIX000607,Hospital Complex,withdrawal,40.0,2026-03-07 17:59:17.104910,CUST7468,success,17,Saturday
FIX000608,Hospital Complex,withdrawal,80.0,2026-02-28 04:35:17.105093,CUST9042,success,4,Saturday
FIX000609,Hospital Complex,balance_check,0.0,2026-01-23 12:54:17.105256,CUST8104,success,12,Friday
FIX000610,Shopping Mall,withdrawal,60.0,2026-04-15 19:12:17.105398,CUST2128,success,19,Wednesday
FIX000611,Airport Terminal,withdrawal,120.0,2026-02-08 21:00:17.105580,CUST3741,success,21,Sunday
FIX000612,Airport Terminal,deposit,1978.32,2026-03-11 23:34:17.105746,CUST5961,success,23,Wednesday
FIX000613,Hospital Complex,withdrawal,60.0,2026-04-01 15:34:17.105921,CUST9243,success,15,Wednesday
FIX000614,Shopping Mall,withdrawal,20.0,2026-03-29 19:50:17.106158,CUST4199,success,19,Sunday
FIX000615,Airport Terminal,withdrawal,40.0,2026-03-12 22:08:17.106410,CUST9274,success,22,Thursday
FIX000616,Train Station,withdrawal,80.0,2026-02-19 04:41:17.106607,CUST7568,success,4,Thursday
FIX000617,Hospital Complex,balance_check,0.0,2026-03-20 17:28:17.106822,CUST2230,success,17,Friday
FIX000618,Downtown Branch,withdrawal,60.0,2026-02-11 14:20:17.107007,CUST7996,success,14,Wednesday
FIX000619,Downtown Branch,withdrawal,140.0,2026-02-28 05:15:17.107232,CUST7681,success,5,Saturday
FIX000620,Hospital Complex,withdrawal,300.0,2026-02-04 17:33:17.107409,CUST3155,success,17,Wednesday
FIX000621,Shopping Mall,withdrawal,40.0,2026-02-11 03:02:17.107597,CUST9316,success,3,Wednesday
FIX000622,Downtown Branch,withdrawal,200.0,2026-03-28 17:44:17.107770,CUST9081,success,17,Saturday
FIX000623,Hospital Complex,withdrawal,100.0,2026-03-28 03:50:17.107932,CUST1547,success,3,Saturday
FIX000624,Downtown Branch,withdrawal,120.0,2026-02-22 03:11:17.108099,CUST8798,failed,3,Sunday
FIX000625,Shopping Mall,withdrawal,200.0,2026-03-16 00:01:17.108278,CUST7726,success,0,Monday
FIX000626,University Campus,deposit,838.29,2026-03-19 12:58:17.108447,CUST3565,success,12,Thursday
FIX000627,Airport Terminal,withdrawal,100.0,2026-03-21 03:40:17.108601,CUST5078,failed,3,Saturday
FIX000628,Airport Terminal,balance_check,0.0,2026-02-22 19:00:17.108828,CUST6840,success,19,Sunday
FIX000629,Shopping Mall,withdrawal,160.0,2026-02-21 00:14:17.109007,CUST7587,success,0,Saturday
FIX000630,Airport Terminal,balance_check,0.0,2026-02-03 19:06:17.109172,CUST5136,success,19,Tuesday
FIX000631,Train Station,deposit,105.44,2026-04-03 03:52:17.109310,CUST4720,success,3,Friday
FIX000632,Airport Terminal,withdrawal,120.0,2026-03-01 04:28:17.109458,CUST1924,success,4,Sunday
FIX000633,Shopping Mall,withdrawal,400.0,2026-04-01 23:34:17.109646,CUST4504,success,23,Wednesday
FIX000634,Downtown Branch,withdrawal,160.0,2026-03-31 04:20:17.109808,CUST8950,success,4,Tuesday
FIX000635,Airport Terminal,withdrawal,120.0,2026-01-19 16:24:17.109970,CUST6599,success,16,Monday
FIX000636,University Campus,withdrawal,120.0,2026-03-09 02:57:17.110131,CUST6994,success,2,Monday
FIX000637,University Campus,balance_check,0.0,2026-02-07 00:24:17.110314,CUST8011,success,0,Saturday
FIX000638,University Campus,withdrawal,80.0,2026-02-24 20:15:17.110471,CUST4228,success,20,Tuesday
FIX000639,Downtown Branch,balance_check,0.0,2026-03-30 23:00:17.110651,CUST8328,success,23,Monday
FIX000640,Train Station,transfer,729.37,2026-01-25 20:13:17.110785,CUST6680,success,20,Sunday
FIX000641,University Campus,withdrawal,120.0,2026-03-17 21:03:17.110932,CUST6091,success,21,Tuesday
FIX000642,Downtown Branch,withdrawal,80.0,2026-01-23 05:01:17.111101,CUST2299,success,5,Friday
FIX000643,Hospital Complex,balance_check,0.0,2026-02-23 22:04:17.111257,CUST3721,success,22,Monday
FIX000644,Airport Terminal,deposit,207.44,2026-04-13 15:03:17.111402,CUST4122,success,15,Monday
FIX000645,Downtown Branch,withdrawal,140.0,2026-03-31 23:10:17.111579,CUST7666,success,23,Tuesday
FIX000646,Downtown Branch,balance_check,0.0,2026-02-09 17:53:17.111745,CUST7085,success,17,Monday
FIX000647,University Campus,withdrawal,140.0,2026-03-30 04:19:17.111882,CUST8670,success,4,Monday
FIX000648,Hospital Complex,withdrawal,100.0,2026-03-12 20:32:17.112041,CUST1882,success,20,Thursday
FIX000649,Hospital Complex,balance_check,0.0,2026-03-09 05:03:17.112207,CUST3244,success,5,Monday
FIX000650,Train Station,withdrawal,120.0,2026-02-05 03:42:17.112345,CUST7795,success,3,Thursday
FIX000651,University Campus,balance_check,0.0,2026-04-08 23:23:17.112506,CUST7947,success,23,Wednesday
FIX000652,Airport Terminal,withdrawal,100.0,2026-04-05 23:28:17.112642,CUST7998,success,23,Sunday
FIX000653,Airport Terminal,withdrawal,80.0,2026-03-13 02:38:17.112802,CUST9569,success,2,Friday
FIX000654,Shopping Mall,withdrawal,100.0,2026-03-12 22:52:17.112964,CUST7200,success,22,Thursday
FIX000655,University Campus,withdrawal,80.0,2026-02-19 23:58:17.113125,CUST3330,success,23,Thursday
FIX000656,Shopping Mall,transfer,492.94,2026-03-08 17:44:17.113294,CUST1231,success,17,Sunday
FIX000657,Airport Terminal,withdrawal,140.0,2026-03-19 20:09:17.113447,CUST8393,success,20,Thursday
FIX000658,Hospital Complex,withdrawal,100.0,2026-04-01 16:30:17.113645,CUST9534,success,16,Wednesday
FIX000659,Airport Terminal,withdrawal,100.0,2026-02-12 21:18:17.113806,CUST7353,success,21,Thursday
FIX000660,Hospital Complex,withdrawal,120.0,2026-03-27 23:17:17.113972,CUST2927,success,23,Friday
FIX000661,Downtown Branch,withdrawal,120.0,2026-03-24 23:46:17.114135,CUST4326,success,23,Tuesday
FIX000662,Downtown Branch,withdrawal,100.0,2026-03-23 04:58:17.114296,CUST4159,success,4,Monday
FIX000663,University Campus,withdrawal,160.0,2026-02-19 05:07:17.114472,CUST3892,success,5,Thursday
FIX000664,Airport Terminal,withdrawal,100.0,2026-04-05 02:34:17.114633,CUST6262,success,2,Sunday
FIX000665,Downtown Branch,withdrawal,200.0,2026-02-13 18:12:17.114794,CUST7639,success,18,Friday
FIX000666,University Campus,withdrawal,100.0,2026-03-11 00:03:17.114954,CUST7479,success,0,Wednesday
FIX000667,Hospital Complex,withdrawal,140.0,2026-03-26 00:32:17.115114,CUST4908,success,0,Thursday
FIX000668,Downtown Branch,withdrawal,200.0,2026-03-22 14:20:17.115276,CUST2388,success,14,Sunday
FIX000669,Shopping Mall,withdrawal,80.0,2026-03-09 02:38:17.115442,CUST9959,success,2,Monday
FIX000670,Airport Terminal,withdrawal,80.0,2026-04-04 21:38:17.115619,CUST4985,success,21,Saturday
FIX000671,Train Station,withdrawal,100.0,2026-01-23 03:04:17.115787,CUST8082,success,3,Friday
FIX000672,Airport Terminal,withdrawal,20.0,2026-01-31 14:12:17.115941,CUST4407,success,14,Saturday
FIX000673,Downtown Branch,balance_check,0.0,2026-04-19 03:37:17.116114,CUST5951,failed,3,Sunday
FIX000674,Shopping Mall,withdrawal,100.0,2026-03-11 16:50:17.116256,CUST1835,success,16,Wednesday
FIX000675,Downtown Branch,balance_check,0.0,2026-01-22 04:36:17.116416,CUST6287,success,4,Thursday
FIX000676,Shopping Mall,withdrawal,120.0,2026-02-23 23:52:17.116553,CUST8706,success,23,Monday
FIX000677,Airport Terminal,balance_check,0.0,2026-03-20 23:40:17.116713,CUST9945,success,23,Friday
FIX000678,Airport Terminal,withdrawal,160.0,2026-02-24 04:55:17.116849,CUST7811,success,4,Tuesday
FIX000679,Airport Terminal,balance_check,0.0,2026-04-02 23:26:17.117023,CUST7349,success,23,Thursday
FIX000680,Downtown Branch,withdrawal,100.0,2026-02-27 03:57:17.117162,CUST9737,success,3,Friday
FIX000681,Hospital Complex,withdrawal,40.0,2026-04-09 13:44:17.117322,CUST2381,success,13,Thursday
FIX000682,Train Station,withdrawal,500.0,2026-03-29 19:08:17.117489,CUST5144,success,19,Sunday
FIX000683,Train Station,withdrawal,500.0,2026-02-21 17:45:17.117676,CUST6111,success,17,Saturday
FIX000684,Shopping Mall,transfer,288.33,2026-03-07 19:27:17.117836,CUST5025,success,19,Saturday
FIX000685,Shopping Mall,deposit,145.46,2026-01-29 15:20:17.117988,CUST2812,success,15,Thursday
FIX000686,Train Station,transfer,102.22,2026-04-01 03:43:17.118133,CUST5332,success,3,Wednesday
FIX000687,Hospital Complex,withdrawal,120.0,2026-02-27 03:32:17.118275,CUST6490,failed,3,Friday
FIX000688,Shopping Mall,withdrawal,200.0,2026-02-06 02:59:17.118434,CUST4625,success,2,Friday
FIX000689,University Campus,withdrawal,100.0,2026-02-05 20:59:17.118590,CUST6585,success,20,Thursday
FIX000690,Train Station,withdrawal,100.0,2026-01-28 23:37:17.118762,CUST1203,success,23,Wednesday
FIX000691,Shopping Mall,withdrawal,120.0,2026-02-05 20:12:17.118920,CUST9971,failed,20,Thursday
FIX000692,Downtown Branch,withdrawal,160.0,2026-02-03 16:41:17.119084,CUST1919,success,16,Tuesday
FIX000693,Downtown Branch,withdrawal,200.0,2026-03-23 23:57:17.119245,CUST2545,success,23,Monday
FIX000694,Train Station,withdrawal,80.0,2026-02-17 04:37:17.119406,CUST7673,success,4,Tuesday
FIX000695,University Campus,withdrawal,160.0,2026-01-27 16:32:17.119567,CUST7654,success,16,Tuesday
FIX000696,Airport Terminal,transfer,285.25,2026-02-06 18:25:17.119747,CUST4539,success,18,Friday
FIX000697,Downtown Branch,withdrawal,60.0,2026-02-12 16:33:17.119893,CUST4382,success,16,Thursday
FIX000698,Airport Terminal,withdrawal,100.0,2026-04-19 03:09:17.120052,CUST7523,success,3,Sunday
FIX000699,Hospital Complex,withdrawal,100.0,2026-02-13 01:06:17.120227,CUST2502,success,1,Friday
FIX000700,Airport Terminal,withdrawal,200.0,2026-03-16 22:10:17.120389,CUST2101,success,22,Monday
FIX000701,Downtown Branch,deposit,1757.43,2026-03-18 20:13:17.120555,CUST9879,success,20,Wednesday
FIX000702,Downtown Branch,withdrawal,200.0,2026-02-13 04:12:17.120711,CUST4557,success,4,Friday
FIX000703,Airport Terminal,withdrawal,20.0,2026-04-16 22:12:17.120868,CUST7763,success,22,Thursday
FIX000704,Downtown Branch,withdrawal,100.0,2026-03-05 05:02:17.121034,CUST2872,success,5,Thursday
FIX000705,Hospital Complex,withdrawal,40.0,2026-02-02 01:24:17.121189,CUST3486,success,1,Monday
FIX000706,University Campus,balance_check,0.0,2026-02-20 21:04:17.121348,CUST9684,failed,21,Friday
FIX000707,Downtown Branch,withdrawal,100.0,2026-02-21 16:36:17.121501,CUST9714,success,16,Saturday
FIX000708,Downtown Branch,withdrawal,100.0,2026-02-22 20:06:17.121689,CUST5934,success,20,Sunday
FIX000709,Downtown Branch,balance_check,0.0,2026-02-15 16:44:17.121854,CUST7539,success,16,Sunday
FIX000710,Downtown Branch,balance_check,0.0,2026-04-08 17:10:17.121991,CUST3689,success,17,Wednesday
FIX000711,University Campus,withdrawal,140.0,2026-01-20 21:01:17.122122,CUST4861,success,21,Tuesday
FIX000712,Shopping Mall,withdrawal,160.0,2026-04-01 19:38:17.122283,CUST5777,success,19,Wednesday
FIX000713,Shopping Mall,withdrawal,100.0,2026-01-22 15:43:17.122447,CUST2932,success,15,Thursday
FIX000714,University Campus,balance_check,0.0,2026-02-26 04:37:17.123192,CUST4385,success,4,Thursday
FIX000715,Airport Terminal,deposit,220.18,2026-04-13 03:34:17.123523,CUST4636,success,3,Monday
FIX000716,Hospital Complex,withdrawal,200.0,2026-03-03 00:45:17.124010,CUST8206,success,0,Tuesday
FIX000717,University Campus,deposit,256.68,2026-02-14 21:47:17.124273,CUST8718,success,21,Saturday
FIX000718,Hospital Complex,withdrawal,120.0,2026-02-12 14:49:17.124425,CUST4483,success,14,Thursday
FIX000719,Downtown Branch,withdrawal,40.0,2026-03-08 01:38:17.124591,CUST4007,success,1,Sunday
FIX000720,University Campus,withdrawal,160.0,2026-04-18 01:42:17.124776,CUST1501,success,1,Saturday
FIX000721,Shopping Mall,withdrawal,80.0,2026-02-08 13:28:17.124946,CUST4052,success,13,Sunday
FIX000722,Downtown Branch,withdrawal,100.0,2026-03-25 03:08:17.125122,CUST9450,success,3,Wednesday
FIX000723,Hospital Complex,transfer,519.28,2026-04-06 13:20:17.125296,CUST9186,success,13,Monday
FIX000724,Airport Terminal,withdrawal,100.0,2026-02-06 16:08:17.125460,CUST2982,success,16,Friday
FIX000725,Train Station,withdrawal,200.0,2026-04-11 18:18:17.125621,CUST6785,success,18,Saturday
FIX000726,Downtown Branch,withdrawal,40.0,2026-01-29 14:40:17.125804,CUST4815,success,14,Thursday
FIX000727,Shopping Mall,withdrawal,500.0,2026-03-02 23:38:17.125971,CUST5698,success,23,Monday
FIX000728,Hospital Complex,withdrawal,100.0,2026-02-28 04:27:17.126358,CUST1282,success,4,Saturday
FIX000729,Train Station,withdrawal,20.0,2026-02-06 02:23:17.126525,CUST1066,success,2,Friday
FIX000730,University Campus,withdrawal,100.0,2026-02-26 03:14:17.126895,CUST5631,success,3,Thursday
FIX000731,Train Station,transfer,81.75,2026-01-28 18:17:17.127068,CUST5141,success,18,Wednesday
FIX000732,Downtown Branch,withdrawal,100.0,2026-01-23 12:32:17.127224,CUST2559,success,12,Friday
FIX000733,Downtown Branch,withdrawal,40.0,2026-04-03 16:17:17.127408,CUST9014,success,16,Friday
FIX000734,Train Station,withdrawal,20.0,2026-02-09 16:41:17.127569,CUST4787,success,16,Monday
FIX000735,Airport Terminal,withdrawal,100.0,2026-03-02 17:01:17.127729,CUST9867,success,17,Monday
FIX000736,Shopping Mall,withdrawal,300.0,2026-02-18 23:20:17.127948,CUST2849,success,23,Wednesday
FIX000737,Hospital Complex,withdrawal,120.0,2026-02-28 04:54:17.128143,CUST8633,success,4,Saturday
FIX000738,Shopping Mall,balance_check,0.0,2026-03-28 19:14:17.128309,CUST2308,success,19,Saturday
FIX000739,Shopping Mall,withdrawal,140.0,2026-01-29 23:45:17.128447,CUST5271,success,23,Thursday
FIX000740,Airport Terminal,withdrawal,160.0,2026-02-20 15:37:17.128606,CUST8396,success,15,Friday
FIX000741,Airport Terminal,withdrawal,80.0,2026-04-07 20:47:17.128789,CUST2129,success,20,Tuesday
FIX000742,Shopping Mall,withdrawal,100.0,2026-02-09 15:31:17.128957,CUST8281,success,15,Monday
FIX000743,University Campus,balance_check,0.0,2026-04-13 13:20:17.129126,CUST6560,success,13,Monday
FIX000744,Downtown Branch,transfer,875.13,2026-02-03 17:02:17.129268,CUST7713,success,17,Tuesday
FIX000745,Downtown Branch,withdrawal,200.0,2026-02-01 18:12:17.129438,CUST8265,success,18,Sunday
FIX000746,Hospital Complex,withdrawal,20.0,2026-02-09 14:45:17.129599,CUST3161,success,14,Monday
FIX000747,Airport Terminal,withdrawal,120.0,2026-02-21 17:46:17.129764,CUST2164,success,17,Saturday
FIX000748,Downtown Branch,withdrawal,20.0,2026-02-23 21:53:17.129921,CUST6073,success,21,Monday
FIX000749,Downtown Branch,balance_check,0.0,2026-03-07 00:06:17.130086,CUST2790,success,0,Saturday
FIX000750,Shopping Mall,withdrawal,300.0,2026-04-07 00:13:17.130224,CUST7841,success,0,Tuesday
FIX000751,Downtown Branch,withdrawal,80.0,2026-02-12 21:05:17.130522,CUST6677,success,21,Thursday
FIX000752,Downtown Branch,deposit,963.18,2026-03-21 04:08:17.130709,CUST5868,success,4,Saturday
FIX000753,Shopping Mall,deposit,668.91,2026-01-27 04:53:17.130928,CUST9113,success,4,Tuesday
FIX000754,Downtown Branch,withdrawal,200.0,2026-03-09 23:43:17.131079,CUST4935,success,23,Monday
FIX000755,University Campus,withdrawal,100.0,2026-02-10 03:27:17.131242,CUST6984,success,3,Tuesday
FIX000756,Train Station,withdrawal,500.0,2026-03-21 03:50:17.131421,CUST2392,success,3,Saturday
FIX000757,University Campus,balance_check,0.0,2026-03-13 00:34:17.131587,CUST7985,success,0,Friday
